gid;nom;x_min;y_min;x_max;y_max;url
364;18395_51855_5cm_CC46;1839500;5185500;1840000;5186000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18395_51855_5cm_CC46.tif
365;18400_51855_5cm_CC46;1840000;5185500;1840500;5186000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18400_51855_5cm_CC46.tif
366;18405_51855_5cm_CC46;1840500;5185500;1841000;5186000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18405_51855_5cm_CC46.tif
367;18410_51855_5cm_CC46;1841000;5185500;1841500;5186000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18410_51855_5cm_CC46.tif
368;18415_51855_5cm_CC46;1841500;5185500;1842000;5186000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18415_51855_5cm_CC46.tif
369;18420_51855_5cm_CC46;1842000;5185500;1842500;5186000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18420_51855_5cm_CC46.tif
370;18425_51855_5cm_CC46;1842500;5185500;1843000;5186000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18425_51855_5cm_CC46.tif
371;18430_51855_5cm_CC46;1843000;5185500;1843500;5186000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18430_51855_5cm_CC46.tif
372;18435_51855_5cm_CC46;1843500;5185500;1844000;5186000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18435_51855_5cm_CC46.tif
373;18440_51855_5cm_CC46;1844000;5185500;1844500;5186000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18440_51855_5cm_CC46.tif
374;18445_51855_5cm_CC46;1844500;5185500;1845000;5186000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18445_51855_5cm_CC46.tif
375;18450_51855_5cm_CC46;1845000;5185500;1845500;5186000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18450_51855_5cm_CC46.tif
376;18455_51855_5cm_CC46;1845500;5185500;1846000;5186000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18455_51855_5cm_CC46.tif
377;18460_51855_5cm_CC46;1846000;5185500;1846500;5186000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18460_51855_5cm_CC46.tif
378;18465_51855_5cm_CC46;1846500;5185500;1847000;5186000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18465_51855_5cm_CC46.tif
379;18470_51855_5cm_CC46;1847000;5185500;1847500;5186000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18470_51855_5cm_CC46.tif
380;18475_51855_5cm_CC46;1847500;5185500;1848000;5186000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18475_51855_5cm_CC46.tif
381;18480_51855_5cm_CC46;1848000;5185500;1848500;5186000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18480_51855_5cm_CC46.tif
382;18485_51855_5cm_CC46;1848500;5185500;1849000;5186000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18485_51855_5cm_CC46.tif
383;18340_51850_5cm_CC46;1834000;5185000;1834500;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18340_51850_5cm_CC46.tif
384;18345_51850_5cm_CC46;1834500;5185000;1835000;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18345_51850_5cm_CC46.tif
385;18350_51850_5cm_CC46;1835000;5185000;1835500;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18350_51850_5cm_CC46.tif
386;18355_51850_5cm_CC46;1835500;5185000;1836000;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18355_51850_5cm_CC46.tif
387;18360_51850_5cm_CC46;1836000;5185000;1836500;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18360_51850_5cm_CC46.tif
388;18365_51850_5cm_CC46;1836500;5185000;1837000;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18365_51850_5cm_CC46.tif
389;18370_51850_5cm_CC46;1837000;5185000;1837500;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18370_51850_5cm_CC46.tif
390;18375_51850_5cm_CC46;1837500;5185000;1838000;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18375_51850_5cm_CC46.tif
391;18395_51850_5cm_CC46;1839500;5185000;1840000;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18395_51850_5cm_CC46.tif
392;18400_51850_5cm_CC46;1840000;5185000;1840500;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18400_51850_5cm_CC46.tif
393;18405_51850_5cm_CC46;1840500;5185000;1841000;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18405_51850_5cm_CC46.tif
394;18410_51850_5cm_CC46;1841000;5185000;1841500;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18410_51850_5cm_CC46.tif
395;18415_51850_5cm_CC46;1841500;5185000;1842000;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18415_51850_5cm_CC46.tif
396;18420_51850_5cm_CC46;1842000;5185000;1842500;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18420_51850_5cm_CC46.tif
397;18425_51850_5cm_CC46;1842500;5185000;1843000;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18425_51850_5cm_CC46.tif
398;18430_51850_5cm_CC46;1843000;5185000;1843500;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18430_51850_5cm_CC46.tif
399;18435_51850_5cm_CC46;1843500;5185000;1844000;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18435_51850_5cm_CC46.tif
400;18440_51850_5cm_CC46;1844000;5185000;1844500;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18440_51850_5cm_CC46.tif
401;18445_51850_5cm_CC46;1844500;5185000;1845000;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18445_51850_5cm_CC46.tif
402;18450_51850_5cm_CC46;1845000;5185000;1845500;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18450_51850_5cm_CC46.tif
403;18455_51850_5cm_CC46;1845500;5185000;1846000;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18455_51850_5cm_CC46.tif
404;18460_51850_5cm_CC46;1846000;5185000;1846500;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18460_51850_5cm_CC46.tif
405;18465_51850_5cm_CC46;1846500;5185000;1847000;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18465_51850_5cm_CC46.tif
406;18470_51850_5cm_CC46;1847000;5185000;1847500;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18470_51850_5cm_CC46.tif
407;18475_51850_5cm_CC46;1847500;5185000;1848000;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18475_51850_5cm_CC46.tif
408;18480_51850_5cm_CC46;1848000;5185000;1848500;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18480_51850_5cm_CC46.tif
409;18485_51850_5cm_CC46;1848500;5185000;1849000;5185500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18485_51850_5cm_CC46.tif
410;18340_51845_5cm_CC46;1834000;5184500;1834500;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18340_51845_5cm_CC46.tif
411;18345_51845_5cm_CC46;1834500;5184500;1835000;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18345_51845_5cm_CC46.tif
412;18350_51845_5cm_CC46;1835000;5184500;1835500;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18350_51845_5cm_CC46.tif
413;18355_51845_5cm_CC46;1835500;5184500;1836000;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18355_51845_5cm_CC46.tif
414;18360_51845_5cm_CC46;1836000;5184500;1836500;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18360_51845_5cm_CC46.tif
415;18365_51845_5cm_CC46;1836500;5184500;1837000;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18365_51845_5cm_CC46.tif
416;18370_51845_5cm_CC46;1837000;5184500;1837500;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18370_51845_5cm_CC46.tif
417;18395_51845_5cm_CC46;1839500;5184500;1840000;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18395_51845_5cm_CC46.tif
418;18400_51845_5cm_CC46;1840000;5184500;1840500;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18400_51845_5cm_CC46.tif
419;18405_51845_5cm_CC46;1840500;5184500;1841000;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18405_51845_5cm_CC46.tif
420;18410_51845_5cm_CC46;1841000;5184500;1841500;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18410_51845_5cm_CC46.tif
421;18415_51845_5cm_CC46;1841500;5184500;1842000;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18415_51845_5cm_CC46.tif
422;18420_51845_5cm_CC46;1842000;5184500;1842500;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18420_51845_5cm_CC46.tif
423;18425_51845_5cm_CC46;1842500;5184500;1843000;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18425_51845_5cm_CC46.tif
424;18430_51845_5cm_CC46;1843000;5184500;1843500;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18430_51845_5cm_CC46.tif
425;18435_51845_5cm_CC46;1843500;5184500;1844000;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18435_51845_5cm_CC46.tif
426;18440_51845_5cm_CC46;1844000;5184500;1844500;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18440_51845_5cm_CC46.tif
427;18445_51845_5cm_CC46;1844500;5184500;1845000;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18445_51845_5cm_CC46.tif
428;18450_51845_5cm_CC46;1845000;5184500;1845500;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18450_51845_5cm_CC46.tif
429;18455_51845_5cm_CC46;1845500;5184500;1846000;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18455_51845_5cm_CC46.tif
430;18460_51845_5cm_CC46;1846000;5184500;1846500;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18460_51845_5cm_CC46.tif
431;18465_51845_5cm_CC46;1846500;5184500;1847000;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18465_51845_5cm_CC46.tif
432;18470_51845_5cm_CC46;1847000;5184500;1847500;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18470_51845_5cm_CC46.tif
433;18475_51845_5cm_CC46;1847500;5184500;1848000;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18475_51845_5cm_CC46.tif
434;18480_51845_5cm_CC46;1848000;5184500;1848500;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18480_51845_5cm_CC46.tif
435;18485_51845_5cm_CC46;1848500;5184500;1849000;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18485_51845_5cm_CC46.tif
436;18490_51845_5cm_CC46;1849000;5184500;1849500;5185000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18490_51845_5cm_CC46.tif
437;18340_51840_5cm_CC46;1834000;5184000;1834500;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18340_51840_5cm_CC46.tif
438;18345_51840_5cm_CC46;1834500;5184000;1835000;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18345_51840_5cm_CC46.tif
439;18350_51840_5cm_CC46;1835000;5184000;1835500;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18350_51840_5cm_CC46.tif
440;18355_51840_5cm_CC46;1835500;5184000;1836000;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18355_51840_5cm_CC46.tif
441;18360_51840_5cm_CC46;1836000;5184000;1836500;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18360_51840_5cm_CC46.tif
442;18365_51840_5cm_CC46;1836500;5184000;1837000;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18365_51840_5cm_CC46.tif
443;18370_51840_5cm_CC46;1837000;5184000;1837500;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18370_51840_5cm_CC46.tif
444;18375_51840_5cm_CC46;1837500;5184000;1838000;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18375_51840_5cm_CC46.tif
445;18395_51840_5cm_CC46;1839500;5184000;1840000;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18395_51840_5cm_CC46.tif
446;18400_51840_5cm_CC46;1840000;5184000;1840500;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18400_51840_5cm_CC46.tif
447;18405_51840_5cm_CC46;1840500;5184000;1841000;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18405_51840_5cm_CC46.tif
448;18410_51840_5cm_CC46;1841000;5184000;1841500;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18410_51840_5cm_CC46.tif
449;18415_51840_5cm_CC46;1841500;5184000;1842000;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18415_51840_5cm_CC46.tif
450;18420_51840_5cm_CC46;1842000;5184000;1842500;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18420_51840_5cm_CC46.tif
451;18425_51840_5cm_CC46;1842500;5184000;1843000;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18425_51840_5cm_CC46.tif
452;18430_51840_5cm_CC46;1843000;5184000;1843500;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18430_51840_5cm_CC46.tif
453;18435_51840_5cm_CC46;1843500;5184000;1844000;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18435_51840_5cm_CC46.tif
454;18440_51840_5cm_CC46;1844000;5184000;1844500;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18440_51840_5cm_CC46.tif
455;18445_51840_5cm_CC46;1844500;5184000;1845000;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18445_51840_5cm_CC46.tif
456;18450_51840_5cm_CC46;1845000;5184000;1845500;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18450_51840_5cm_CC46.tif
457;18455_51840_5cm_CC46;1845500;5184000;1846000;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18455_51840_5cm_CC46.tif
458;18460_51840_5cm_CC46;1846000;5184000;1846500;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18460_51840_5cm_CC46.tif
459;18465_51840_5cm_CC46;1846500;5184000;1847000;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18465_51840_5cm_CC46.tif
460;18470_51840_5cm_CC46;1847000;5184000;1847500;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18470_51840_5cm_CC46.tif
461;18475_51840_5cm_CC46;1847500;5184000;1848000;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18475_51840_5cm_CC46.tif
462;18480_51840_5cm_CC46;1848000;5184000;1848500;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18480_51840_5cm_CC46.tif
463;18485_51840_5cm_CC46;1848500;5184000;1849000;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18485_51840_5cm_CC46.tif
464;18490_51840_5cm_CC46;1849000;5184000;1849500;5184500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18490_51840_5cm_CC46.tif
465;18340_51835_5cm_CC46;1834000;5183500;1834500;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18340_51835_5cm_CC46.tif
466;18345_51835_5cm_CC46;1834500;5183500;1835000;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18345_51835_5cm_CC46.tif
467;18350_51835_5cm_CC46;1835000;5183500;1835500;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18350_51835_5cm_CC46.tif
468;18355_51835_5cm_CC46;1835500;5183500;1836000;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18355_51835_5cm_CC46.tif
469;18360_51835_5cm_CC46;1836000;5183500;1836500;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18360_51835_5cm_CC46.tif
470;18365_51835_5cm_CC46;1836500;5183500;1837000;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18365_51835_5cm_CC46.tif
471;18370_51835_5cm_CC46;1837000;5183500;1837500;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18370_51835_5cm_CC46.tif
472;18375_51835_5cm_CC46;1837500;5183500;1838000;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18375_51835_5cm_CC46.tif
473;18380_51835_5cm_CC46;1838000;5183500;1838500;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18380_51835_5cm_CC46.tif
474;18395_51835_5cm_CC46;1839500;5183500;1840000;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18395_51835_5cm_CC46.tif
475;18400_51835_5cm_CC46;1840000;5183500;1840500;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18400_51835_5cm_CC46.tif
476;18405_51835_5cm_CC46;1840500;5183500;1841000;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18405_51835_5cm_CC46.tif
477;18410_51835_5cm_CC46;1841000;5183500;1841500;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18410_51835_5cm_CC46.tif
478;18415_51835_5cm_CC46;1841500;5183500;1842000;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18415_51835_5cm_CC46.tif
479;18420_51835_5cm_CC46;1842000;5183500;1842500;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18420_51835_5cm_CC46.tif
480;18425_51835_5cm_CC46;1842500;5183500;1843000;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18425_51835_5cm_CC46.tif
481;18430_51835_5cm_CC46;1843000;5183500;1843500;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18430_51835_5cm_CC46.tif
482;18435_51835_5cm_CC46;1843500;5183500;1844000;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18435_51835_5cm_CC46.tif
483;18440_51835_5cm_CC46;1844000;5183500;1844500;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18440_51835_5cm_CC46.tif
484;18445_51835_5cm_CC46;1844500;5183500;1845000;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18445_51835_5cm_CC46.tif
485;18450_51835_5cm_CC46;1845000;5183500;1845500;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18450_51835_5cm_CC46.tif
486;18455_51835_5cm_CC46;1845500;5183500;1846000;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18455_51835_5cm_CC46.tif
487;18460_51835_5cm_CC46;1846000;5183500;1846500;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18460_51835_5cm_CC46.tif
488;18465_51835_5cm_CC46;1846500;5183500;1847000;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18465_51835_5cm_CC46.tif
489;18470_51835_5cm_CC46;1847000;5183500;1847500;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18470_51835_5cm_CC46.tif
490;18475_51835_5cm_CC46;1847500;5183500;1848000;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18475_51835_5cm_CC46.tif
491;18480_51835_5cm_CC46;1848000;5183500;1848500;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18480_51835_5cm_CC46.tif
492;18485_51835_5cm_CC46;1848500;5183500;1849000;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18485_51835_5cm_CC46.tif
493;18490_51835_5cm_CC46;1849000;5183500;1849500;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18490_51835_5cm_CC46.tif
494;18495_51835_5cm_CC46;1849500;5183500;1850000;5184000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18495_51835_5cm_CC46.tif
495;18340_51830_5cm_CC46;1834000;5183000;1834500;5183500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18340_51830_5cm_CC46.tif
496;18345_51830_5cm_CC46;1834500;5183000;1835000;5183500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18345_51830_5cm_CC46.tif
497;18350_51830_5cm_CC46;1835000;5183000;1835500;5183500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18350_51830_5cm_CC46.tif
498;18355_51830_5cm_CC46;1835500;5183000;1836000;5183500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18355_51830_5cm_CC46.tif
499;18360_51830_5cm_CC46;1836000;5183000;1836500;5183500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18360_51830_5cm_CC46.tif
500;18365_51830_5cm_CC46;1836500;5183000;1837000;5183500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18365_51830_5cm_CC46.tif
501;18370_51830_5cm_CC46;1837000;5183000;1837500;5183500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18370_51830_5cm_CC46.tif
502;18375_51830_5cm_CC46;1837500;5183000;1838000;5183500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18375_51830_5cm_CC46.tif
503;18380_51830_5cm_CC46;1838000;5183000;1838500;5183500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18380_51830_5cm_CC46.tif
504;18385_51830_5cm_CC46;1838500;5183000;1839000;5183500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18385_51830_5cm_CC46.tif
